district,lat,lon,ndvi,ndbi,ndwi,surface_temp_c,elevation_m,slope_degrees,texture_contrast,texture_homogeneity,land_type,year
Jalna,19.92207295179022,75.82438321818462,0.52,-0.106,-0.08,34.67,206.86,1.07,0.582,0.719,agricultural,2016
Jalna,19.762657715470432,76.00404520100373,0.731,-0.312,-0.401,27.93,366.52,3.99,0.548,0.345,forest,2019
Jalna,19.7533781356833,75.9762274834525,0.39,-0.2,-0.135,36.62,523.62,4.95,0.256,0.642,agricultural,2016
Jalna,19.439003550885158,76.12952753706432,-0.157,-0.247,-0.239,31.34,589.96,4.32,0.642,0.577,barren,2021
Jalna,19.49301832107519,76.16857667222843,-0.306,-0.18,0.604,26.54,278.15,7.32,0.54,0.601,water,2017
Jalna,20.2049783932968,75.77699070225113,0.428,-0.252,-0.42,31.21,424.43,2.74,0.804,0.597,agricultural,2016
Jalna,19.828218914956082,75.93829877332456,0.514,-0.27,-0.263,25.59,440.56,7.01,0.122,0.662,forest,2012
Jalna,19.944514238907367,76.1567865160669,0.419,-0.332,-0.003,35.77,293.55,6.91,0.306,0.699,agricultural,2017
Jalna,20.222260929885834,75.55662472289777,0.491,-0.408,-0.2,31.81,266.36,2.12,0.707,0.252,agricultural,2012
Jalna,19.51661429373911,75.96619554084668,0.192,-0.105,-0.221,37.88,534.53,0.82,0.858,0.226,barren,2018
Jalna,20.27759186924501,75.73315292745544,0.532,-0.435,0.167,29.96,499.07,5.15,0.82,0.267,forest,2011
Jalna,19.49632313090389,76.03019689135324,0.645,-0.233,0.172,36.65,543.95,6.32,0.767,0.654,agricultural,2017
Jalna,19.804805634508984,76.1518271279245,0.359,-0.152,-0.454,37.87,300.31,1.71,0.849,0.227,agricultural,2021
Jalna,19.74549616068367,75.67856150293616,0.027,0.217,-0.01,44.38,151.35,1.57,0.507,0.451,urban,2018
Jalna,19.692553931400017,75.7871493738229,0.524,-0.147,-0.387,30.15,435.41,0.56,0.639,0.389,agricultural,2011
Jalna,19.385094523807602,75.58002566707171,0.44,-0.164,0.162,33.48,390.94,0.7,0.671,0.55,agricultural,2016
Jalna,19.935946957695826,75.74082065894454,-0.019,0.003,-0.039,44.07,481.49,4.77,0.423,0.432,urban,2015
Jalna,19.358755152387552,75.60475176375324,0.39,-0.259,-0.227,28.14,111.12,2.74,0.51,0.413,agricultural,2010
Jalna,20.318713235122466,76.35185918656533,0.339,-0.121,-0.281,28.15,430.28,2.32,0.553,0.29,agricultural,2011
Jalna,19.906913503928724,75.62669171793931,0.562,-0.217,-0.202,37.62,311.87,2.39,0.192,0.325,agricultural,2015
Jalna,19.402048707090746,76.08334024492476,0.562,-0.347,0.121,33.58,411.3,5.57,0.808,0.238,agricultural,2017
Jalna,20.121794780383624,75.40356657844758,0.207,0.16,-0.253,35.61,217.2,9.12,0.336,0.589,urban,2012
Jalna,19.6678900006993,75.50965735506875,-0.086,0.1,-0.013,35.39,100.74,2.88,0.172,0.332,urban,2019
Jalna,20.156831456385696,75.57370555718205,0.583,-0.398,-0.037,33.99,549.02,0.88,0.272,0.719,agricultural,2014
Jalna,20.123478424753497,75.78899554097885,0.543,-0.158,-0.375,28.97,580.56,2.21,0.772,0.454,forest,2013
Jalna,19.655785469624156,76.2379279949797,-0.072,0.328,-0.395,44.05,308.87,0.82,0.283,0.718,urban,2021
Jalna,20.17682843859241,75.90519642626913,0.369,-0.313,0.115,28.48,252.14,9.1,0.577,0.63,agricultural,2011
Jalna,19.71116590486116,76.04200199880992,0.638,-0.244,-0.02,29.53,569.51,7.96,0.303,0.548,agricultural,2011
Jalna,20.168664146338628,75.67556218121128,0.897,-0.482,0.167,22.58,330.38,4.82,0.315,0.54,forest,2016
Jalna,20.297448470196272,75.62002927053634,0.328,-0.247,0.026,37.55,179.76,9.01,0.486,0.341,agricultural,2014
Jalna,19.82333805471914,76.37591025406677,0.593,-0.186,-0.199,34.9,386.24,1.92,0.708,0.757,agricultural,2015
Jalna,20.218447961179493,76.06157248727806,0.471,-0.308,-0.028,29.86,550.97,8.01,0.798,0.566,agricultural,2017
Jalna,19.435894604231173,75.83495945115197,0.705,-0.127,-0.192,26.0,184.77,9.48,0.277,0.321,forest,2023
Jalna,19.446473975604693,76.34300380508841,0.409,-0.204,-0.285,35.21,197.98,2.3,0.745,0.423,agricultural,2022
Jalna,20.214657536881262,75.82539650811245,-0.029,-0.01,-0.249,33.24,177.81,8.46,0.237,0.267,urban,2020
Jalna,19.467399813905132,75.81518235003401,0.363,-0.267,-0.471,32.27,395.16,9.57,0.361,0.659,agricultural,2017
Jalna,20.126782278323773,75.4196271119773,0.389,-0.303,-0.208,37.8,558.75,5.82,0.241,0.534,agricultural,2012
Jalna,19.850667290303075,76.13958503140455,0.674,-0.483,-0.329,22.74,580.29,1.69,0.22,0.783,forest,2015
Jalna,19.83634082665371,76.01772052364595,0.031,0.22,-0.495,37.31,377.54,5.14,0.425,0.673,urban,2019
Jalna,20.087414555762336,75.4844835457082,0.374,-0.155,-0.246,32.82,276.1,8.92,0.821,0.335,agricultural,2016
Jalna,19.412022345500855,75.40644641158546,0.312,-0.165,-0.408,29.55,403.29,8.17,0.252,0.269,agricultural,2016
Jalna,20.23776530684058,75.70415903508014,0.347,-0.123,-0.433,33.98,560.48,6.28,0.126,0.558,agricultural,2010
Jalna,19.43319630643972,76.13112840338411,-0.075,-0.4,-0.146,30.38,461.89,6.45,0.421,0.634,barren,2017
Jalna,19.75733740004616,75.78251622422574,0.541,-0.248,-0.455,34.18,347.06,4.86,0.357,0.205,agricultural,2020
Jalna,20.103844058344823,75.43378989637502,0.069,0.267,-0.29,35.5,348.89,5.92,0.554,0.729,urban,2012
Jalna,19.389316262148956,75.69522022944703,0.525,-0.333,-0.247,37.58,328.4,7.19,0.874,0.291,agricultural,2019
Jalna,19.489112744408164,75.75998615610222,0.318,-0.453,0.194,37.6,445.65,7.53,0.212,0.557,agricultural,2022
Jalna,20.220779915791613,75.43454879784434,0.438,-0.254,-0.444,29.03,404.97,6.36,0.372,0.288,agricultural,2018
Jalna,19.778768019378536,76.22868981959759,0.587,-0.444,-0.054,34.64,502.13,3.95,0.117,0.687,agricultural,2020
Jalna,20.133308761778036,75.95321326779441,0.61,-0.301,0.2,32.62,448.25,6.7,0.514,0.551,agricultural,2013
Jalna,20.30731847879701,75.42154096938756,-0.02,-0.235,-0.475,29.09,162.71,4.26,0.797,0.586,barren,2018
Jalna,19.959290579171345,75.64646113584699,0.589,-0.374,-0.484,36.26,181.35,2.14,0.372,0.673,agricultural,2010
Jalna,20.15080350046343,76.33965576904603,-0.133,-0.456,-0.395,36.68,561.34,9.68,0.768,0.732,barren,2018
Jalna,19.42189428392488,75.66712245174743,0.238,0.177,-0.274,39.59,404.09,5.75,0.665,0.619,urban,2017
Jalna,20.062988686800434,75.84182564464987,0.656,-0.264,-0.27,36.5,224.52,4.09,0.321,0.723,agricultural,2010
Jalna,19.39495735868377,76.1824699715068,0.273,0.456,-0.002,43.6,459.7,6.28,0.437,0.364,urban,2018
Jalna,19.957069918773907,76.36087654750268,-0.051,0.146,-0.336,37.91,257.49,8.3,0.883,0.765,urban,2010
Jalna,19.413475217869703,75.99304687874915,0.46,-0.291,-0.32,36.98,189.85,6.1,0.74,0.557,agricultural,2013
Jalna,19.994927840162063,76.27296503789977,0.607,-0.425,0.016,36.79,593.23,4.1,0.12,0.451,agricultural,2021
Jalna,19.80262075107467,75.48585241488344,0.875,-0.136,-0.039,27.46,101.19,3.64,0.825,0.614,forest,2019
Jalna,19.513135965087187,75.87421322609659,0.399,-0.278,0.128,28.96,176.88,6.55,0.335,0.302,agricultural,2022
Jalna,20.00407746505541,75.59309204432454,0.533,-0.138,-0.129,34.91,190.34,7.13,0.619,0.33,agricultural,2015
Jalna,19.697368108730338,75.42132221449094,0.537,-0.232,-0.015,37.09,573.92,8.1,0.803,0.212,agricultural,2010
Jalna,19.635941381977105,76.31385669796215,0.39,-0.347,0.107,33.12,424.43,3.63,0.582,0.689,agricultural,2010
Jalna,19.62400224782197,75.43551533907787,0.385,-0.132,-0.48,33.43,592.59,6.1,0.544,0.609,agricultural,2012
Jalna,20.102235428960338,75.70853061256732,0.4,-0.43,0.146,36.52,258.86,8.36,0.269,0.32,agricultural,2023
Jalna,20.221032222896053,76.29043537231917,0.326,-0.212,0.193,33.66,231.83,3.73,0.619,0.621,agricultural,2016
Jalna,20.233823780985354,75.70484790860066,0.645,-0.241,-0.185,34.79,433.28,2.18,0.506,0.325,agricultural,2011
Jalna,19.862598080810052,76.20231435009146,0.122,-0.349,0.035,30.21,481.87,1.8,0.493,0.268,barren,2018
Jalna,19.507351475214367,76.06351406720177,0.202,-0.07,-0.155,43.08,425.05,0.59,0.361,0.534,urban,2012
Jalna,20.167373807087202,76.32505896726411,0.154,0.021,-0.115,42.55,287.41,2.47,0.661,0.242,urban,2022
Jalna,19.83977191154549,75.91181894851229,0.286,0.16,-0.064,43.15,211.71,0.28,0.408,0.731,urban,2014
Jalna,20.234758797752164,75.84586061342455,-0.085,-0.27,0.327,28.49,423.98,6.42,0.683,0.512,water,2020
Jalna,19.90494429126141,76.18683073934687,0.107,0.368,0.083,40.43,163.19,3.32,0.116,0.377,urban,2019
Jalna,19.80202798688782,76.12852951109477,0.034,-0.484,-0.319,33.78,454.52,8.66,0.874,0.735,barren,2012
Jalna,20.27459827685807,76.37550788655052,-0.004,-0.062,-0.461,35.14,118.77,8.5,0.492,0.687,urban,2010
Jalna,19.874653549121664,76.34997170982027,0.675,-0.213,-0.191,33.98,508.25,8.98,0.865,0.638,agricultural,2011
Jalna,19.81731249888898,76.06625705616791,0.683,-0.309,-0.046,36.09,316.54,8.29,0.189,0.489,agricultural,2016
Jalna,19.736168731164017,76.14219976620775,0.547,-0.459,0.13,24.43,263.46,7.77,0.432,0.7,forest,2014
Jalna,19.866744397289136,75.69514098542923,0.51,-0.126,-0.271,31.63,584.99,7.38,0.718,0.378,agricultural,2023
Jalna,19.71946765673094,76.22538983436719,0.604,-0.286,0.191,23.72,221.26,2.43,0.733,0.506,forest,2010
Jalna,19.524632311499833,75.55725002019103,0.019,0.135,-0.448,33.55,168.37,3.47,0.519,0.2,urban,2022
Jalna,20.038780270027246,76.0138834445353,0.401,-0.434,-0.363,37.84,397.37,7.63,0.755,0.601,agricultural,2013
Jalna,19.746375713246373,75.82421415808152,0.56,-0.129,-0.37,30.75,146.63,8.37,0.459,0.744,agricultural,2022
Jalna,20.22341586564829,76.27744522384974,0.479,-0.255,0.036,31.51,415.08,2.04,0.543,0.528,agricultural,2011
Jalna,19.705900903054083,76.30849135857686,0.495,-0.49,0.091,28.01,339.13,0.2,0.382,0.582,agricultural,2015
Jalna,19.873017050008624,76.12841540415039,0.556,-0.241,-0.238,28.39,469.09,7.16,0.524,0.45,agricultural,2016
Jalna,19.762429754315963,76.03269626195834,0.185,0.295,0.133,39.93,107.25,6.18,0.59,0.242,urban,2010
Jalna,19.534208658993904,75.55914776904012,0.582,-0.143,0.089,29.17,404.39,5.96,0.343,0.31,agricultural,2013
Jalna,19.63979426115099,75.77930470495576,0.823,-0.441,-0.315,23.74,456.43,1.58,0.119,0.425,forest,2010
Jalna,19.790836553129214,76.12946224524862,0.602,-0.495,-0.474,30.56,544.6,1.69,0.898,0.683,agricultural,2019
Jalna,20.313278830473358,75.52604508601145,0.508,-0.274,-0.093,34.49,130.38,6.16,0.674,0.386,agricultural,2013
Jalna,19.79871843222581,76.31937726072432,0.664,-0.229,-0.035,36.76,515.86,3.45,0.664,0.23,agricultural,2020
Jalna,19.842249242189485,76.37485575674582,0.41,-0.48,-0.092,31.55,289.84,5.82,0.597,0.462,agricultural,2014
Jalna,20.196469134205127,75.416978899528,0.683,-0.217,-0.387,31.6,541.54,4.24,0.864,0.493,agricultural,2017
Jalna,19.798546777389838,76.0805433935263,0.074,0.32,0.104,39.93,186.63,8.86,0.56,0.265,urban,2020
Jalna,19.614602542243244,75.42579926744769,0.48,-0.152,-0.203,33.83,205.59,5.13,0.278,0.335,agricultural,2022
Jalna,19.847147159107468,75.97766490165806,-0.135,-0.33,-0.408,29.33,583.97,4.27,0.423,0.361,barren,2015
Jalna,19.967791777350833,75.84595358892494,0.467,-0.342,-0.01,37.5,538.91,1.19,0.622,0.204,agricultural,2012
Jalna,19.657646600677687,76.17366407683204,0.496,-0.265,0.02,35.29,122.24,7.36,0.764,0.241,agricultural,2018
Jalna,19.438904332943586,75.78567494687945,-0.204,-0.222,0.551,31.83,568.1,2.81,0.409,0.459,water,2018
Jalna,20.178960466681794,75.81584936776063,0.61,-0.161,0.12,28.15,494.4,5.03,0.265,0.499,agricultural,2010
Jalna,19.872404453978664,76.22512237114397,0.696,-0.253,-0.157,30.95,105.53,6.11,0.562,0.51,agricultural,2023
Jalna,20.26457014536012,76.17527004822377,0.427,-0.28,-0.024,30.1,562.41,7.37,0.143,0.719,agricultural,2020
Jalna,20.11678194153034,75.73545380098183,-0.03,-0.102,-0.413,33.37,185.2,4.39,0.842,0.677,barren,2010
Jalna,20.275229689510233,75.96457868229409,0.274,0.121,-0.472,40.29,281.32,1.54,0.848,0.582,urban,2017
Jalna,19.37192217044949,76.11243847279891,0.326,-0.488,0.13,28.39,407.59,2.98,0.65,0.371,agricultural,2014
Jalna,20.038206060644544,76.24750813968038,0.624,-0.28,0.042,27.62,274.29,7.48,0.841,0.566,forest,2016
Jalna,19.57902883852742,75.60638163509006,0.137,-0.359,0.194,28.29,593.35,2.46,0.452,0.73,barren,2023
Jalna,19.658305801857402,76.09483923355455,0.557,-0.218,-0.495,32.5,344.55,2.72,0.537,0.293,agricultural,2019
Jalna,19.970997787546043,76.18762890166617,0.85,-0.264,-0.448,27.43,548.8,5.04,0.495,0.795,forest,2014
Jalna,20.219197789836787,75.84257112472473,0.159,0.033,-0.301,40.65,328.04,4.04,0.118,0.731,urban,2021
Jalna,19.383123168304582,76.2986257590174,0.58,-0.429,-0.147,32.39,428.31,4.7,0.499,0.377,agricultural,2011
Jalna,19.47223527058417,75.86792006925702,0.305,-0.387,-0.187,31.19,375.96,4.62,0.304,0.253,agricultural,2016
Jalna,20.225509091599488,75.78012606449111,0.638,-0.46,-0.026,35.92,238.39,6.68,0.649,0.625,agricultural,2023
Jalna,19.585075684706176,75.61821202136032,-0.003,0.226,-0.456,36.34,541.61,5.32,0.449,0.359,urban,2018
Jalna,19.84158083325882,76.00212731446642,0.132,-0.106,-0.126,28.8,475.52,8.77,0.845,0.577,barren,2016
Jalna,20.233066769402438,76.00432750768789,-0.095,0.293,-0.003,41.39,381.54,7.0,0.611,0.269,urban,2018
Jalna,19.500441391533247,76.33216843097362,0.091,-0.363,0.143,33.03,439.5,9.52,0.833,0.587,barren,2015
Jalna,19.36250997592876,76.29404307415687,0.894,-0.459,-0.185,26.39,146.04,1.9,0.53,0.778,forest,2015
Jalna,19.60875984431118,75.84363321291477,0.659,-0.157,-0.236,32.91,301.8,9.48,0.517,0.248,agricultural,2022
Jalna,20.01778399694492,75.85243859372697,0.681,-0.272,-0.013,28.89,538.66,5.39,0.837,0.467,agricultural,2014
Jalna,19.86812049090334,75.56618466702709,0.357,-0.391,-0.453,32.4,424.67,2.44,0.492,0.475,agricultural,2015
Jalna,19.637854689603735,76.00760587002642,0.514,-0.354,-0.3,33.86,174.02,9.01,0.848,0.596,agricultural,2017
Jalna,19.456599484501833,75.39440630165126,0.041,-0.343,-0.299,29.68,208.69,6.53,0.809,0.431,barren,2015
Jalna,19.499641380594838,76.13319442930805,0.062,0.04,-0.274,35.14,432.07,6.39,0.83,0.62,urban,2021
Jalna,20.104126919047136,75.7142801051797,-0.027,0.235,-0.446,32.62,332.11,1.05,0.345,0.403,urban,2010
Jalna,20.03670527057521,75.43975111727079,0.498,-0.191,-0.357,36.05,515.9,9.89,0.455,0.422,agricultural,2010
Jalna,19.449851675294703,75.62888281476297,0.516,-0.366,0.011,22.93,417.77,2.7,0.621,0.474,forest,2020
Jalna,19.57277007568638,76.3094110070436,-0.012,-0.001,-0.172,44.41,429.04,8.36,0.885,0.524,urban,2018
Jalna,20.158077334912846,76.1535858128207,0.78,-0.116,-0.044,28.2,545.32,7.59,0.55,0.483,forest,2021
Jalna,19.879843387797916,76.21318646700423,0.447,-0.301,-0.056,28.28,223.78,2.5,0.807,0.399,agricultural,2016
Jalna,19.61091257665423,75.83017967338898,0.404,-0.45,0.164,35.05,188.53,8.2,0.73,0.703,agricultural,2022
Jalna,19.751403742795162,75.69536928544593,0.777,-0.344,-0.451,23.09,398.56,3.75,0.104,0.66,forest,2020
Jalna,20.017593557166677,75.55385754290269,0.185,0.173,-0.014,32.17,104.71,5.6,0.886,0.363,urban,2010
Jalna,19.438316253660716,76.34447190919488,0.625,-0.469,0.117,24.48,215.23,7.31,0.26,0.344,forest,2023
Jalna,19.59542695490743,76.01635885028163,0.399,-0.102,-0.377,28.21,547.85,5.8,0.381,0.508,agricultural,2020
Jalna,19.89666117119563,76.32928973488296,0.147,-0.052,0.137,37.99,197.58,3.07,0.793,0.43,urban,2023
Jalna,19.400700728642214,75.76250384917,0.561,-0.23,-0.326,34.68,296.9,9.11,0.204,0.371,agricultural,2019
Jalna,19.891189382622798,75.73452947599557,0.359,-0.162,0.148,34.69,151.67,3.42,0.872,0.282,agricultural,2012
Jalna,19.70993154840265,75.91836713397863,0.9,-0.386,-0.467,27.62,263.37,6.58,0.184,0.514,forest,2022
Jalna,19.58036105657873,76.0891825130702,0.641,-0.111,0.027,35.67,364.47,0.97,0.634,0.289,agricultural,2010
Jalna,19.60840491178579,76.26900902424883,0.163,0.089,0.04,44.21,372.63,6.78,0.317,0.782,urban,2015
Jalna,19.875483226356884,76.22225032474113,0.057,-0.212,0.706,27.66,559.77,7.43,0.361,0.221,water,2017
Jalna,19.925597007467616,75.94837557470616,0.244,0.401,-0.35,37.54,406.91,6.68,0.368,0.616,urban,2021
Jalna,20.230383758799157,75.39131051537063,0.165,0.262,-0.383,43.37,220.28,7.44,0.241,0.597,urban,2014
Jalna,19.445743543538093,76.24215359592446,0.692,-0.488,-0.492,36.58,454.35,1.06,0.85,0.603,agricultural,2021
Jalna,20.21338615438141,75.75563983957372,0.492,-0.389,0.078,35.38,411.52,8.99,0.789,0.336,agricultural,2011
Jalna,20.156581483633992,76.15931035688695,0.473,-0.111,0.032,31.21,423.96,5.39,0.193,0.733,agricultural,2020
Jalna,19.347107139427496,75.60931605717481,0.524,-0.412,0.119,31.53,110.06,9.82,0.789,0.574,agricultural,2021
Jalna,20.28951233220671,76.2562459003981,0.081,0.277,-0.004,42.25,377.83,6.56,0.749,0.632,urban,2017
Jalna,19.460873016449373,76.2481751925902,-0.132,-0.121,-0.357,37.91,450.66,6.28,0.359,0.28,barren,2010
Jalna,20.01464917344975,75.4765216825769,0.473,-0.276,0.152,30.55,481.97,4.7,0.27,0.712,agricultural,2021
Jalna,19.84162956062905,76.12287797666498,0.517,-0.159,-0.453,32.16,502.61,8.58,0.72,0.383,agricultural,2013
Jalna,20.064736295524924,75.63485917397216,-0.039,0.257,0.004,43.05,155.84,3.3,0.533,0.621,urban,2023
Jalna,19.346986763958384,76.32755136283372,0.306,-0.222,0.136,35.98,411.23,9.78,0.446,0.515,agricultural,2011
Jalna,19.880111109089434,75.56821732010494,0.733,-0.344,-0.469,24.9,101.8,3.24,0.861,0.293,forest,2019
Jalna,20.334541300497925,76.19278791697181,0.613,-0.275,-0.358,36.66,492.01,9.51,0.101,0.474,agricultural,2012
Jalna,19.631753180526914,75.70561161588284,0.633,-0.252,-0.001,36.05,146.14,6.93,0.752,0.225,agricultural,2020
Jalna,19.576451184773756,75.42146197341083,0.642,-0.188,-0.041,36.05,326.71,8.75,0.287,0.623,agricultural,2020
Jalna,20.271034681508226,75.92404150864066,0.414,-0.303,0.09,33.09,189.58,9.93,0.316,0.791,agricultural,2019
Jalna,20.28423864096748,76.32969822668518,-0.063,0.317,0.092,37.79,219.52,8.03,0.536,0.319,urban,2019
Jalna,20.0794462633842,75.44737079228015,0.047,-0.062,-0.058,36.12,133.18,8.92,0.898,0.41,urban,2011
Jalna,20.071087280873815,75.74267326714185,0.048,-0.035,-0.461,39.65,501.02,4.53,0.519,0.362,urban,2019
Jalna,19.820209756781953,75.90066306439658,0.527,-0.434,-0.41,25.49,132.61,8.06,0.826,0.349,forest,2018
Jalna,19.40596196425811,75.65969029718165,0.694,-0.474,-0.032,31.46,350.9,2.17,0.228,0.346,agricultural,2014
Jalna,20.209246114778317,75.53652703413418,0.176,0.291,-0.112,32.01,162.89,8.43,0.317,0.747,urban,2020
Jalna,19.99488894924054,75.46165480065672,0.259,0.277,-0.059,43.08,302.53,7.35,0.634,0.663,urban,2021
Jalna,19.798018485685652,76.25612398564114,0.417,-0.124,-0.344,32.72,278.46,0.86,0.245,0.372,agricultural,2019
Jalna,20.068355352665524,76.2869111477799,0.506,-0.239,-0.202,36.7,431.31,0.91,0.482,0.696,agricultural,2018
Jalna,20.25604327181852,75.98863724268647,0.591,-0.109,-0.3,22.4,347.84,1.1,0.645,0.74,forest,2010
Jalna,20.196070136111413,76.21773421708438,-0.179,-0.102,0.59,31.42,558.3,2.9,0.111,0.464,water,2020
Jalna,19.90160318213067,75.86950518057277,0.541,-0.437,-0.425,37.55,310.7,6.48,0.825,0.722,agricultural,2020
Jalna,19.865801282044163,75.61781696312374,0.194,0.11,-0.062,32.3,512.16,9.98,0.864,0.416,urban,2015
Jalna,19.87427385931833,76.01940998448579,0.421,-0.317,0.023,28.18,296.89,5.56,0.272,0.247,agricultural,2016
Jalna,19.378588602557333,75.50861894027908,0.556,-0.357,-0.334,30.2,120.26,1.85,0.755,0.202,agricultural,2020
Jalna,19.658398032017217,76.04744496826355,0.468,-0.367,-0.376,29.11,569.43,9.11,0.718,0.351,agricultural,2017
Jalna,20.03092806414336,75.75627711319461,0.417,-0.288,-0.044,33.19,306.64,3.48,0.722,0.643,agricultural,2022
Jalna,20.104620053750907,76.04903646313628,0.21,0.475,-0.018,37.3,498.24,6.09,0.802,0.628,urban,2021
Jalna,19.402458983190357,76.16219638849907,-0.063,0.191,-0.46,37.82,458.21,4.21,0.101,0.422,urban,2014
Jalna,19.782563703730595,75.92807209271419,0.814,-0.177,-0.479,22.26,551.72,1.24,0.636,0.677,forest,2018
Jalna,19.482504454010986,75.44884641835527,0.391,-0.131,-0.289,30.18,362.7,1.91,0.649,0.509,agricultural,2010
Jalna,20.097582840443646,76.30279145254786,0.355,-0.445,-0.281,36.33,128.65,1.28,0.342,0.532,agricultural,2015
Jalna,20.19385584434976,76.26403877495865,0.065,-0.036,-0.351,35.73,493.05,6.87,0.267,0.703,urban,2019
Jalna,20.122912709824764,75.65075289441941,0.41,-0.447,-0.427,32.0,314.66,8.68,0.314,0.576,agricultural,2021
Jalna,20.143941225382484,76.31692172586355,0.007,0.301,0.008,44.48,524.97,8.22,0.654,0.271,urban,2021
Jalna,19.90147440497033,76.30216299717272,0.456,-0.375,-0.134,37.56,125.42,7.09,0.752,0.673,agricultural,2011
Jalna,20.03915944709185,75.67525326974554,0.554,-0.402,-0.285,22.07,285.33,1.61,0.68,0.449,forest,2013
Jalna,19.387433983539083,76.2738090925698,-0.047,-0.021,-0.358,33.5,210.27,5.79,0.305,0.406,urban,2014
Jalna,19.412834583787017,75.6943002512076,-0.045,0.109,-0.234,42.04,341.77,3.83,0.657,0.558,urban,2020
Jalna,19.771346879369137,76.36306898668057,0.291,0.19,-0.203,33.95,519.54,1.33,0.184,0.463,urban,2017
Jalna,19.80383697518792,75.75596497747036,0.351,-0.306,-0.359,35.02,295.84,6.48,0.371,0.539,agricultural,2010
Jalna,19.518359561386436,75.77471939310374,0.515,-0.346,0.064,32.95,551.56,2.23,0.19,0.429,agricultural,2020
Jalna,19.471133229524572,76.20101146612878,-0.376,-0.153,0.584,27.98,493.87,1.3,0.786,0.49,water,2023
Jalna,20.165876988529533,75.72332230639933,0.484,-0.258,0.126,36.91,546.41,4.17,0.7,0.34,agricultural,2011
Jalna,20.224100791090585,76.11367359273328,0.486,-0.143,0.064,37.53,281.74,1.51,0.828,0.496,agricultural,2015
Jalna,20.046612262815774,76.09801843425049,0.85,-0.238,0.069,22.96,584.15,1.81,0.12,0.518,forest,2023
Jalna,19.3662166271295,75.50399855838099,0.436,-0.198,0.09,34.1,293.0,6.14,0.79,0.74,agricultural,2022
Jalna,19.34371100068682,76.2110466768556,0.302,-0.303,-0.195,33.46,441.82,3.66,0.267,0.437,agricultural,2011
Jalna,19.815785846828355,76.1014780589893,0.453,-0.251,-0.273,34.15,370.22,2.09,0.6,0.266,agricultural,2019
Jalna,20.092361294737948,76.22120948349254,0.52,-0.201,-0.309,28.49,127.99,2.69,0.426,0.523,agricultural,2011
Jalna,19.380539474659262,76.32134862791649,0.577,-0.315,-0.315,32.28,236.7,6.24,0.755,0.511,agricultural,2019
Jalna,19.86823620343555,76.01697050887657,0.018,0.449,0.069,37.37,128.35,9.48,0.627,0.35,urban,2010
Jalna,20.27212923218893,75.9574200228744,0.591,-0.463,-0.313,22.38,134.99,1.57,0.227,0.349,forest,2016
Jalna,19.67212084004229,76.31775748145695,0.469,-0.274,-0.496,36.95,366.16,4.52,0.853,0.638,agricultural,2023
Jalna,19.414087497576002,75.80391309214473,0.641,-0.118,-0.433,37.55,371.44,6.72,0.27,0.284,agricultural,2022
Jalna,19.96813644402062,76.06261226886355,-0.011,-0.051,0.169,41.53,358.93,7.43,0.589,0.307,urban,2022
Jalna,20.267587393383536,76.25147464675847,0.395,-0.372,-0.232,34.03,163.4,7.43,0.377,0.615,agricultural,2014
Jalna,19.609838185254667,75.72788493923665,0.595,-0.423,0.012,34.36,486.27,8.69,0.349,0.587,agricultural,2016
Jalna,20.078140724054087,75.8895188722493,0.108,0.16,-0.08,41.86,402.51,9.7,0.69,0.791,urban,2020
Jalna,19.93800118762731,75.67445683780505,0.064,0.341,-0.019,40.69,460.89,8.72,0.282,0.539,urban,2010
Jalna,20.188702967972254,76.17289491044893,0.695,-0.186,-0.275,31.58,459.13,0.11,0.471,0.406,agricultural,2016
Jalna,19.38028866452747,75.88169042261711,0.433,-0.154,0.14,33.52,179.62,7.7,0.355,0.516,agricultural,2019
Jalna,20.032756115472964,75.83687637637571,0.452,-0.226,-0.471,34.25,485.98,0.13,0.7,0.278,agricultural,2013
Jalna,20.20433326721915,75.97944968068268,0.721,-0.365,-0.328,22.57,532.34,6.1,0.886,0.71,forest,2022
Jalna,20.323087360209882,76.38135918649125,0.332,-0.135,-0.417,33.17,528.43,4.72,0.233,0.424,agricultural,2010
Jalna,19.85210930201561,75.38601930889894,0.584,-0.145,-0.469,30.76,284.48,0.12,0.402,0.256,agricultural,2017
Jalna,19.335274011667504,75.85375121387561,0.408,-0.153,-0.351,28.65,224.87,8.28,0.57,0.552,agricultural,2019
Jalna,19.553612689679852,76.29718398367297,0.406,-0.366,-0.081,36.74,190.83,7.68,0.139,0.396,agricultural,2015
Jalna,19.612558372067806,75.99559513689596,0.371,-0.269,-0.385,32.73,306.7,0.41,0.761,0.668,agricultural,2020
Jalna,19.517951061390765,75.50399695354143,0.445,-0.192,-0.015,28.9,522.09,1.79,0.239,0.64,agricultural,2017
Jalna,20.094276681340844,76.02200313824838,0.434,-0.165,-0.376,31.39,243.13,3.56,0.671,0.443,agricultural,2019
Jalna,19.931236787419337,75.42143079031071,0.044,0.159,-0.007,38.95,534.17,9.33,0.674,0.794,urban,2011
Nanded,18.80780099518125,77.58656026257131,0.102,0.038,-0.266,38.37,247.53,3.1,0.422,0.372,urban,2021
Nanded,19.044332063953863,77.47664441499172,0.058,0.399,0.118,41.76,298.34,7.21,0.224,0.597,urban,2022
